brand_parent,model_parent,variant_parent,variant_name,price,displacement,power,transmission,mileage,fuel,engine_typr,cylinders,valves_per_cyl,gearbox,drive,fuel_cap,emission_norm,suspension_front,suspension_rear,steer_type,steer_col,turn_radius,brake_front,breake_rear,length,width,height,boot_cap,seat_cap,ground_cl,wheelbase,kerb_weight,gross_weight,doors,park_sensors,upholstery,radio_antenna,tyre_size,tyre_type,wheel_size,airbags,screen_size,connectivity,image-src,ncap_rating,ev_range,ev_battery_cap,ev_motor,ev_charge,ev_drag_coeff,zero_to_hundred,speakers,auto_park,ev_charge_time_dc,ev_charge_time_ac,ev_brake_regen_levels,ev_norm
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Elegance Edition DSG,Skoda Kushaq 1.5 TSI Elegance Edition DSG,Rs.19.51 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.89 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,7-speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2585 mm,1298 kg,1700 kg,5,Rear,"textile mats and ‘Elegance’ branded cushions, seat-belt cushions as well as neck rests,Dashboard with Painted Decor Insert, Premium Honeycomb Decor on Dashboard, Chrome dashboard line, Chrome ring on the gear shift knob, Black Plastic Handbrake with Chrome Handle Button, Chrome insert under gearshift knob, Chrome trim surround on side air conditioning vents & insert on steering wheel, Chrome trim on air conditioning duct sliders, Front Scuff Plates with KUSHAQ Inscription, Ambient Interior lighting - Dashboard & Door Handles, Ventilated Black Leather Front seats with Perforated Grey Design, Black Leatherette Rear Seats with Perforated Grey Design, Front & Rear Door Armrest with Cushioned Leatherette Upholstery, 2-Spoke Multifunctional Steering Wheel (Leather) with Chrome Scroller, Front sun visors with vanity mirror on co-driver side, Four foldable roof grab handles, Front Seat Back Pockets (Driver & Co-Driver), SmartClip ticket holder, Elastic bands on both front doors",,205/55 R17,"Tubeless, Radial",,6,8,,,5 Star,,,,,,,6,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Matte Edition DSG,Skoda Kushaq 1.5 TSI Matte Edition DSG,Rs.19.39 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.6 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,7-Speed DSG,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2651 mm,1312 kg,1700 kg,5,Rear,,,205/55R17,"Tubeless, Radial",,6,10,,,5 Star,,,,,,,6,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Monte Carlo,Skoda Kushaq 1.5 TSI Monte Carlo,Rs.19.09 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.6 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2651 mm,1269-1300 kg,1683 kg,5,Rear,Leather,Shark Fin,205/55 R17,"Tubeless, Radial",,6,10 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Monte Carlo AT,Skoda Kushaq 1.0 TSI Monte Carlo AT,Rs.18.59 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,18.09 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed AT,FWD,50 Litres,BS VI 2.0,McPherson Suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2651 mm,1245-1284 kg,1660 kg,5,Rear,Leather,Shark Fin,205/55 R17,"Tubeless, Radial",,6,10 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Style,Skoda Kushaq 1.5 TSI Style,Rs.18.39 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.6 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1269-1300 kg,1683 kg,5,Rear,Leatherette,Shark Fin,205/55 R17,"Tubeless, Radial",,6,10 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Elegance Edition,Skoda Kushaq 1.5 TSI Elegance Edition,Rs.18.31 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.86 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,6-speed,FWD,,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2585 mm,1298 kg,1685 kg,5,Rear,"textile mats and ‘Elegance’ branded cushions, seat-belt cushions as well as neck rests,Dashboard with Painted Decor Insert, Premium Honeycomb Decor on Dashboard, Chrome dashboard line, Chrome ring on the gear shift knob, Black Plastic Handbrake with Chrome Handle Button, Chrome insert under gearshift knob, Chrome trim surround on side air conditioning vents & insert on steering wheel, Chrome trim on air conditioning duct sliders, Front Scuff Plates with KUSHAQ Inscription, Ambient Interior lighting - Dashboard & Door Handles, Ventilated Black Leather Front seats with Perforated Grey Design, Black Leatherette Rear Seats with Perforated Grey Design, Front & Rear Door Armrest with Cushioned Leatherette Upholstery, 2-Spoke Multifunctional Steering Wheel (Leather) with Chrome Scroller, Front sun visors with vanity mirror on co-driver side, Four foldable roof grab handles, Front Seat Back Pockets (Driver & Co-Driver), SmartClip ticket holder, Elastic bands on both front doors",,205/55 R17,"Tubeless, Radial",,6,8,,,5 Star,,,,,,,6,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Matte Edition,Skoda Kushaq 1.5 TSI Matte Edition,Rs.18.19 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.6 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2651 mm,1303 kg,1685 kg,5,Rear,,,205/55R17,"Tubeless, Radial",,6,10,,,5 Star,,,,,,,6,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Style AT,Skoda Kushaq 1.0 TSI Style AT,Rs.17.89 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,18.09 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1245-1284 kg,1660 kg,5,Rear,Leatherette,Shark Fin,205/55 R17,"Tubeless, Radial",,6,10 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Matte Edition AT,Skoda Kushaq 1.0 TSI Matte Edition AT,Rs.17.79 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson Suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2651 mm,1285 kg,1660 kg,5,Rear,,,205/55R17,"Tubeless, Radial",,6,10,,,5 Star,,,,,,,6,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Ambition DSG,Skoda Kushaq 1.5 TSI Ambition DSG,Rs.17.39 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.86 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,7-Speed DSG,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1278-1309 kg,1696 kg,5,Rear,Fabric,Shark Fin,205/60 R16,"Tubeless, Radial",,6,8 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Monte Carlo,Skoda Kushaq 1.0 TSI Monte Carlo,Rs.17.29 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson Suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2651 mm,1193-1248 kg,1640 kg,5,Rear,Leather,Shark Fin,205/55 R17,"Tubeless, Radial",,6,10 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Style,Skoda Kushaq 1.0 TSI Style,Rs.16.59 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1193-1248 kg,1640 kg,5,Rear,Leatherette,Shark Fin,205/55 R17,"Tubeless, Radial",,6,10 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Matte Edition,Skoda Kushaq 1.0 TSI Matte Edition,Rs.16.19 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson Suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,188 mm,2651 mm,1250 kg,1640 kg,5,Rear,,,205/55R17,"Tubeless, Radial",,6,10,,,5 Star,,,,,,,6,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.5 TSI Ambition,Skoda Kushaq 1.5 TSI Ambition,Rs.15.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1498 cc,147.51 bhp,,18.6 kmpl,Petrol,1.5 TSI Petrol Engine,4,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1269-1300 kg,1683 kg,5,Rear,Fabric,Shark Fin,205/60 R16,"Tubeless, Radial",,6,8 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Style Non Sunroof,Skoda Kushaq 1.0 TSI Style Non Sunroof,Rs.15.91 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1193-1248 kg,1640 kg,5,Rear,Leatherette,Shark Fin,205/55 R17,"Tubeless, Radial",,6,10 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Ambition AT,Skoda Kushaq 1.0 TSI Ambition AT,Rs.15.49 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,18.09 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1245-1284 kg,1660 kg,5,Rear,Fabric,Shark Fin,205/60 R16,"Tubeless, Radial",,6,8 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Ambition,Skoda Kushaq 1.0 TSI Ambition,Rs.14.19 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1193-1248 kg,1640 kg,5,Rear,Fabric,Shark Fin,205/60 R16,"Tubeless, Radial",,6,8 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Onyx,Skoda Kushaq 1.0 TSI Onyx,Rs.12.79 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1193-1248 kg,1640 kg,5,Rear,Leatherette,,205/60 R16,"Tubeless, Radial",16 Inch,6,7 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Skoda,Skoda Kushaq,Kushaq 1.0 TSI Active,Skoda Kushaq 1.0 TSI Active,Rs.11.89 Lakh*Get On-Road Price*Ex-showroom Price in Pune,999 cc,113.98 bhp,Manual,19.76 kmpl,Petrol,1.0 TSI Petrol Engine,3,4,6-Speed,FWD,50 Litres,BS VI 2.0,McPherson suspension with lower triangular links and stabiliser bar,Twist Beam Axle,Electric,Tilt & Telescopic,,Disc,Drum,4225 mm,1760 mm,1612 mm,385 Litres,5,,2651 mm,1193-1248 kg,1640 kg,5,Rear,Fabric,,205/60 R16,"Tubeless, Radial",16 Inch,6,7 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
MG,MG ZS EV,ZS EV Essence DT,MG ZS EV Essence DT,Rs.25.20 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,174.33 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,MacPherson Strut,Torsion Beam,Electric,Tilt,,Disc,Disc,4323 mm,1809 mm,1649 mm,448 Litres,5,,2585 mm,,,5,Rear,Leatherette,Shark Fin,215/55 R17,"Tubeless, Radial",,6,10.11 Inch,,,,461 km,50.3 kWh,,CCS-II,,8.5Sec,4,,60 Min 50 kW (0-80%),Upto 9H 7.4 kW (0-100%),3,ZEV
MG,MG ZS EV,ZS EV Essence,MG ZS EV Essence,Rs.24.98 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,174.33 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,MacPherson Strut,Torsion Beam,Electric,Tilt,,Disc,Disc,4323 mm,1809 mm,1649 mm,448 Litres,5,,2585 mm,,,5,Rear,Leatherette,Shark Fin,215/55 R17,"Tubeless, Radial",,6,10.11 Inch,,,,461 km,50.3 kWh,,CCS-II,,8.5Sec,4,,60 Min 50 kW (0-80%),Upto 9H 7.4 kW (0-100%),3,ZEV
MG,MG ZS EV,ZS EV Exclusive Plus DT,MG ZS EV Exclusive Plus DT,Rs.24.20 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,174.33 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,MacPherson Strut,Torsion Beam,Electric,Tilt,,Disc,Disc,4323 mm,1809 mm,1649 mm,448 Litres,5,,2585 mm,,,5,Rear,Leatherette,Shark Fin,215/55 R17,"Tubeless, Radial",,6,10.11 Inch,,,,461 km,50.3 kWh,,CCS-II,,8.5Sec,4,,60 Min 50 kW (0-80%),Upto 9H 7.4 kW (0-100%),3,ZEV
MG,MG ZS EV,ZS EV 100 Year Limited Edition,MG ZS EV 100 Year Limited Edition,Rs.24.18 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,174.33 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,MacPherson Strut,Torsion Beam,Electric,Tilt,,Disc,Disc,4323 mm,1809 mm,1649 mm,448 Litres,5,,2585 mm,,,5,Rear,Leatherette,Shark Fin,215/55 R17,"Tubeless, Radial",,6,10.11 Inch,,,,461 km,50.3 kWh,,CCS-II,,8.5Sec,4,,60 Min 50 kW (0-80%),Upto 9H 7.4 kW (0-100%),3,ZEV
MG,MG ZS EV,ZS EV Exclusive Plus,MG ZS EV Exclusive Plus,Rs.23.98 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,174.33 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,MacPherson Strut,Torsion Beam,Electric,Tilt,,Disc,Disc,4323 mm,1809 mm,1649 mm,448 Litres,5,,2585 mm,,,5,Rear,Leatherette,Shark Fin,215/55 R17,"Tubeless, Radial",,6,10.11 Inch,,,,461 km,50.3 kWh,,CCS-II,,8.5Sec,4,,60 Min 50 kW (0-80%),Upto 9H 7.4 kW (0-100%),3,ZEV
MG,MG ZS EV,ZS EV Excite Pro,MG ZS EV Excite Pro,Rs.19.98 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,174.33 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,MacPherson Strut,Torsion Beam,Electric,Tilt,,Disc,Disc,4323 mm,1809 mm,1649 mm,488 Litres,5,,2585 mm,,,5,Rear,Fabric,Shark Fin,215/55 R17,"Tubeless, Radial",,6,10.11 Inch,,,,461 km,50.3 kWh,,CCS-II,,8.5Sec,2,,60 Min 50 kW (0-80%),Upto 9H 7.4 kW (0-100%),3,ZEV
MG,MG ZS EV,ZS EV Executive,MG ZS EV Executive,Rs.18.98 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,174.33 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,MacPherson Strut,Torsion Beam,Electric,Tilt,,Disc,Disc,4323 mm,1809 mm,1649 mm,488 Litres,5,,2585 mm,,,5,Rear,Fabric,Shark Fin,215/55 R17,"Tubeless, Radial",,6,10.11 Inch,,,,461 km,50.3 kWh,,CCS-II,,8.5Sec,2,,60 Min 50 kW (0-80%),Upto 9H 7.4 kW (0-100%),3,ZEV
MG,MG Hector Plus,Hector Plus BlackStorm Diesel,MG Hector Plus BlackStorm Diesel,Rs.22.76 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,227.97 bhp,,15.58 kmpl,Diesel,2.0L Turbocharged,4,4,6-Speed,FWD,,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,6,,2750 mm,,,5,Rear,Leather,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,4,,,,,BS VI 2.0
MG,MG Hector Plus,1.5 Turbo Savvy Pro CVT 7 Str,MG Hector Plus 1.5 Turbo Savvy Pro CVT 7 Str,Rs.22.68 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1451 cc,141.04 bhp,,12.34 kmpl,Petrol,1.5L Turbocharged Intercooled,4,4,CVT,FWD,60 Litres,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus 1.5 Turbo Savvy Pro CVT,MG Hector Plus 1.5 Turbo Savvy Pro CVT,Rs.22.68 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1451 cc,141.04 bhp,,12.34 kmpl,Petrol,1.5L Turbocharged Intercooled,4,4,CVT,FWD,60 Litres,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,6,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus BlackStorm 7 Str Diesel,MG Hector Plus BlackStorm 7 Str Diesel,Rs.22.55 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,227.97 bhp,,15.58 kmpl,Diesel,2.0L Turbocharged,4,4,6-Speed,FWD,,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Rear,Leather,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,4,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus 2.0 Sharp Pro Diesel,MG Hector Plus 2.0 Sharp Pro Diesel,Rs.22.51 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.67 bhp,,15.58 kmpl,Diesel,2.0L Turbocharged,4,4,6-Speed,FWD,,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,6,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,100 Year Limited Edition 7 Str Diesel,MG Hector Plus 100 Year Limited Edition 7 Str Diesel,Rs.22.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.67 bhp,,15.58 kmpl,Diesel,2.0L Turbocharged,4,4,6-Speed,FWD,,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus 2.0 Sharp Pro 7 Str Diesel,MG Hector Plus 2.0 Sharp Pro 7 Str Diesel,Rs.22.30 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.67 bhp,,15.58 kmpl,Diesel,2.0L Turbocharged,4,4,6-Speed,FWD,,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus BlackStorm CVT 7 Str,MG Hector Plus BlackStorm CVT 7 Str,Rs.21.98 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1451 cc,191.76 bhp,,13.79 kmpl,Petrol,1.5L Turbocharged Intercooled,4,4,CVT,FWD,60 Litres,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Rear,Leather,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,4,,,,,BS VI 2.0
MG,MG Hector Plus,100 Year Limited Edition CVT 7 Str,MG Hector Plus 100 Year Limited Edition CVT 7 Str,Rs.21.93 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1451 cc,141.04 bhp,,12.34 kmpl,Petrol,1.5L Turbocharged Intercooled,4,4,CVT,FWD,,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,1.5 Turbo Sharp Pro CVT 7 Str,MG Hector Plus 1.5 Turbo Sharp Pro CVT 7 Str,Rs.21.73 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1451 cc,141.04 bhp,,12.34 kmpl,Petrol,1.5L Turbocharged Intercooled,4,4,CVT,FWD,60 Litres,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus 1.5 Turbo Sharp Pro CVT,MG Hector Plus 1.5 Turbo Sharp Pro CVT,Rs.21.73 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1451 cc,141.04 bhp,,12.34 kmpl,Petrol,1.5L Turbocharged Intercooled,4,4,CVT,FWD,60 Litres,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt,,Disc,Disc,4699 mm,1835 mm,1760 mm,,6,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus 2.0 Smart Pro Diesel,MG Hector Plus 2.0 Smart Pro Diesel,Rs.21 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.67 bhp,,15.58 kmpl,Diesel,2.0L Turbocharged,4,4,6-Speed,FWD,,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt,,Disc,Disc,4699 mm,1835 mm,1760 mm,,6,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,4,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
MG,MG Hector Plus,Hector Plus 1.5 Turbo Sharp Pro 7 Str,MG Hector Plus 1.5 Turbo Sharp Pro 7 Str,Rs.20.40 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1451 cc,141.04 bhp,,13.79 kmpl,Petrol,1.5L Turbocharged Intercooled,4,4,6-Speed,FWD,60 Litres,BS VI 2.0,Mcpherson strut + coil spring,Beam assemble + coil spring,Electric,Tilt & Telescopic,,Disc,Disc,4699 mm,1835 mm,1760 mm,,7,,2750 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/55 R18,"Tubeless, Radial",,6,14 Inch,,,,,,,,,,8,,,,,BS VI 2.0
